app_text,job_uids,num_jobs,first_occurrence_tst_created
automatically trigger the next best marketing action for each individual customer within an automated campaign workflow.,5ab9226d-15de-4ab5-8cad-9ab76cd6a78b,1,2022-08-11 13:11:05.674000+02:00
calculate and refresh core statistical indicator dashboards for distribution to internal and external stakeholders.,86815f19-7f14-4fa4-b28c-60935bf619c0,1,2022-03-03 04:51:00.274000+01:00
calculate correlation coefficients between quality measurement variables.,47d92ac8-a8b8-463b-8a7d-abdc841569f2,1,2023-10-12 16:42:43.103000+02:00
calculate descriptive and predictive statistics for large-scale datasets.,825250ee-2514-4bf7-8c1c-9dcf6cd1ac9a,1,2022-08-11 13:11:05.675000+02:00
catalog and index enterprise data assets with standardized metadata to enable reliable discovery and reuse across ai/ml applications.,50232a33-3041-4c71-a1ab-b2ef294fe7ec,1,2025-04-15 11:20:16.969000+02:00
catalog enterprise data assets with standardized metadata tags into a centralized registry to enable reliable discovery and reuse by ai/ml systems.,50232a33-3041-4c71-a1ab-b2ef294fe7ec,1,2025-04-15 11:20:16.969000+02:00
classify and localize clinically relevant features in imaging datasets to output labeled images and associated metadata for downstream review.,bb043b39-2e3c-47ff-a720-a20ad70c2d69,1,2018-11-19 10:28:52.665000+01:00
classify and tag each ingested dataset with standardized metadata and compliance labels to enforce governance policies across the data lake.,8ecadb6f-b6b9-4e7a-86be-6898501fce45,1,2025-04-14 21:01:50.632000+02:00
classify client data into predefined categories using trained machine-learning models.,36672d2b-c0ce-4bdf-a8e9-480f59c4760e,1,2018-02-22 14:58:46.658000+01:00
classify each incoming data point into its corresponding predefined category.,313accd4-b7c6-4ac7-b898-cd174ea9c3b0,1,2018-11-20 10:38:34.366000+01:00
classify each incoming text message by intent and extract referenced entities to deliver a structured semantic representation.,7c9cfe87-4196-44e7-bdc4-4f03c87dc0db,1,2025-05-29 05:09:44.231000+02:00
classify incoming citizen service tickets by issue type and route each ticket to its corresponding administrative unit.,1efd25b2-3ea5-42b2-b505-21afd937626d,1,2022-02-07 18:02:57.097000+01:00
classify incoming communication data streams by topic and urgency to enable automated routing,7c9cfe87-4196-44e7-bdc4-4f03c87dc0db,1,2025-05-29 05:09:44.231000+02:00
classify incoming data instances into predefined categories.,c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
classify incoming production data into predefined categories,4edb9146-4f16-451a-a7c7-05d5e4bcd0ec,1,2019-06-27 00:35:00.582000+02:00
classify streaming sensor data patterns and deliver prioritized action recommendations with severity scores.,69eb4346-50d7-4525-afad-496602c3a611,1,2016-10-07 12:07:20+02:00
cleanse and standardize raw large-scale data to deliver an analytics-ready unified dataset.,79dd79ae-a7c2-4db0-8b72-17c626c26cbe,1,2019-06-27 21:42:07.276000+02:00
"cleanse, normalize, and structure raw data into analysis-ready datasets for downstream analytics.",c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
"cleanse, standardize, and transform raw data into analytics-ready structured datasets.",c4deee69-4625-4993-8135-ee9271f70386,1,2023-09-25 10:53:56.845000+02:00
cluster data records into natural segments for downstream analysis.,313accd4-b7c6-4ac7-b898-cd174ea9c3b0,1,2018-11-20 10:38:34.366000+01:00
cluster historical production records into pattern-based groups linked to product returns.,6a5700d6-d266-4a80-88e7-e3e8c2e252c1,1,2021-06-15 14:24:55.809000+02:00
cluster historical service records into groups that reveal distinctive patterns linked to product returns.,6a5700d6-d266-4a80-88e7-e3e8c2e252c1,1,2021-06-15 14:24:55.809000+02:00
cluster similar data points into coherent groups.,39f6729e-c13d-4c9c-9310-8ff6812519e8,1,2021-06-11 12:33:23.649000+02:00
cluster unlabeled data into distinct groups that reveal underlying patterns.,c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
cluster unlabeled datasets into coherent groups to reveal latent patterns.,bb043b39-2e3c-47ff-a720-a20ad70c2d69,1,2018-11-19 10:28:52.665000+01:00
"compile and publish updated dictionary entries, including definitions, pronunciations, and usage examples, for end-users.",753c35b5-1e4c-4439-b8fc-10ca2b5baa51,1,2022-05-31 10:02:38.718000+02:00
compile and refresh interactive business-intelligence dashboards summarizing key performance indicators for executives.,988d98c6-7cd2-4dc0-a0fc-882635c21762,1,2018-11-08 15:54:08.405000+01:00
"compile cleaned, linked, and transformed aviation datasets into ready-to-use analytical outputs.",c1897ce0-af70-4802-a60d-ef94ccb60adc,1,2022-02-24 06:54:49.995000+01:00
"compose context-aware textual responses by retrieving, selecting, and integrating relevant external knowledge passages into the answer.",375739d6-ba39-4fe9-aca7-27d0573f0f67,1,2025-06-05 08:58:12.793000+02:00
compose formatted business presentation documents addressing specified topics and audience requirements.,09fd1fa5-f634-4c39-84aa-2405538b3437,1,2025-01-16 17:21:38.295000+01:00
"compose real-time, source-cited responses by retrieving up-to-date external documents and synthesizing the retrieved content into a coherent answer.",d8756e31-1a37-468c-8d97-a99ce7695f43,1,2025-06-04 20:43:01.363000+02:00
"compose, revise, and format text-based business reports automatically from provided data.",09fd1fa5-f634-4c39-84aa-2405538b3437,1,2025-01-16 17:21:38.295000+01:00
compute and deliver trend and variability statistics for civil-aviation traffic datasets.,86815f19-7f14-4fa4-b28c-60935bf619c0,1,2022-03-03 04:51:00.274000+01:00
"compute and dimension pipe diameters, pump capacities, and pressure zones to produce a fully sized water distribution network design.",2deb983f-5a8c-450b-992f-a21826508edd,1,2018-04-05 06:16:03+02:00
"compute and optimize cnc toolpaths for custom dental prosthetics to minimize machining time, surface roughness, and material waste.",0cbd7e24-fd57-4557-9c14-c6e511769cc2,1,2024-12-06 17:42:16.657000+01:00
"compute and output descriptive statistics, significance test results, and model coefficients for structured datasets.",39f6729e-c13d-4c9c-9310-8ff6812519e8,1,2021-06-11 12:33:23.649000+02:00
"compute and output hydraulically optimized pipe diameters, pump capacities, and storage tank sizes for a municipal water-distribution network model.",0d03cf16-e798-4342-9a5a-cc7bdfc5ac38,1,2019-07-12 07:20:32.419000+02:00
"compute and output optimal pipe diameters, pump capacities, and storage tank volumes for a municipal water-distribution network.",796a6c7e-0073-428b-b2d3-cc8aa0e3bf35,1,2018-04-04 14:56:54+02:00
compute and output optimized cam tool paths for 3-d printing of dental parts.,63f682cc-a259-4680-9688-11dddcab823e,1,2021-03-15 13:48:54.745000+01:00
compute and output reliability metrics that quantify the operational performance of the system,bd644e4d-bbe5-4608-b123-d42763601e16,1,2023-05-30 15:26:01.789000+02:00
compute and publish real-time performance metrics from incoming data streams.,f9ede764-ab55-4e43-ad92-195caddf272e,1,2019-06-27 21:42:08.426000+02:00
compute and refresh key fan-engagement and marketing kpis from ingested data for downstream analytics projects.,a96d5a62-983e-4238-9a23-a1cfa94a8ac6,1,2024-01-10 15:38:20.105000+01:00
compute and report descriptive and inferential statistical metrics from structured datasets.,bb043b39-2e3c-47ff-a720-a20ad70c2d69,1,2018-11-19 10:28:52.665000+01:00
compute and stream real-time performance metrics from continuous data feeds for immediate operational visibility.,8d108c53-9348-4cef-9bb6-ccaed7e79abb,1,2018-02-22 14:58:46.658000+01:00
compute and update key performance indicator metrics quantifying data-driven business value in a real-time dashboard.,5a0fdbb3-8ff2-49f5-bd19-05172df925c8,1,2024-02-16 14:17:28.341000+01:00
compute descriptive statistics and significance-test results for structured data sets.,65782da5-0cea-4f05-a6cd-628469b232d9,1,2023-05-09 12:22:13.146000+02:00
compute individualized electricity price quotes for each customer account.,65782da5-0cea-4f05-a6cd-628469b232d9,1,2023-05-09 12:22:13.146000+02:00
compute player performance metrics and readiness scores from integrated on-pitch and off-pitch datasets.,54327b2b-4803-4d46-9269-2a35b5fc3d71,1,2025-02-17 18:14:52.068000+01:00
compute scheduled and on-demand descriptive statistical tables and reports for stakeholder consumption.,a96d5a62-983e-4238-9a23-a1cfa94a8ac6,1,2024-01-10 15:38:20.105000+01:00
compute specified analytical metrics from input datasets using python algorithms.,8ecadb6f-b6b9-4e7a-86be-6898501fce45,1,2025-04-14 21:01:50.632000+02:00
compute statistical metrics and correlations from structured and unstructured data to quantify patterns and trends.,c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
"consolidate and cleanse data from heterogeneous sources into a unified, transformed dataset ready for downstream use",d8756e31-1a37-468c-8d97-a99ce7695f43,1,2025-06-04 20:43:01.363000+02:00
consolidate and cleanse raw data into a standardized dataset for downstream consumption.,315604d2-432a-400a-9c83-a0132d0fb3c0,1,2020-04-28 19:04:43.611000+02:00
"consolidate and harmonize data records from multiple enterprise platforms into a unified, standardized dataset for downstream applications.",79dd79ae-a7c2-4db0-8b72-17c626c26cbe,1,2019-06-27 21:42:07.276000+02:00
"consolidate and normalize heterogeneous data sources into a unified, schema-aligned dataset ready for downstream modeling.",50232a33-3041-4c71-a1ab-b2ef294fe7ec,1,2025-04-15 11:20:16.969000+02:00
"consolidate and normalize structured and unstructured data from multiple sources into a clean, analysis-ready dataset with minimal human intervention.",375739d6-ba39-4fe9-aca7-27d0573f0f67,1,2025-06-05 08:58:12.793000+02:00
"consolidate and standardize heterogeneous football datasets into a scalable, analysis-ready repository.",54327b2b-4803-4d46-9269-2a35b5fc3d71,1,2025-02-17 18:14:52.068000+01:00
"consolidate and standardize structured, unstructured, hierarchical, and distributed data into an analytics-ready dataset.",69eb4346-50d7-4525-afad-496602c3a611,1,2016-10-07 12:07:20+02:00
consolidate data from diverse source systems into a unified central repository.,c4deee69-4625-4993-8135-ee9271f70386,1,2023-09-25 10:53:56.845000+02:00
"consolidate data streams from multiple disparate source systems into a unified, standardized dataset.",4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
"consolidate disparate customer data sources into unified, enriched customer profiles for downstream use.",5a0fdbb3-8ff2-49f5-bd19-05172df925c8,1,2024-02-16 14:17:28.341000+01:00
"consolidate disparate data sources into a cleansed, curated dataset accessible to downstream applications.",c9b1fcab-0cc4-4718-a8a9-3b4bf2445a5d,1,2022-08-11 13:11:05.680000+02:00
consolidate legacy system records with new external source data into a schema-aligned dataset ready for automatic loading into the enterprise data architecture.,753c35b5-1e4c-4439-b8fc-10ca2b5baa51,1,2022-05-31 10:02:38.718000+02:00
"consolidate, cleanse, and publish raw source data into consumer-ready analytic datasets.",23358189-fb91-412f-842c-bef9229956ff,1,2019-06-27 00:35:00.581000+02:00
construct executable predictive modeling pipelines through a visual drag-and-drop interface.,23358189-fb91-412f-842c-bef9229956ff,1,2019-06-27 00:35:00.581000+02:00
construct interactive dashboards that visualize key performance metrics for end-users.,a51ca921-26a8-4f6d-91c5-80a3c9a1b461,1,2023-12-14 14:37:34.691000+01:00
construct interactive data-visualization dashboards that display and continually update manufacturing-quality metrics.,bd644e4d-bbe5-4608-b123-d42763601e16,1,2023-05-30 15:26:01.789000+02:00
construct patient-specific cad models of dental restorations from intraoral scan data.,63f682cc-a259-4680-9688-11dddcab823e,1,2021-03-15 13:48:54.745000+01:00
containerize trained machine-learning model as a production-ready service endpoint.,825250ee-2514-4bf7-8c1c-9dcf6cd1ac9a,1,2022-08-11 13:11:05.675000+02:00
continuously compute and update live dashboards that display aggregated performance metrics from incoming data streams.,d8a4820d-a7ad-435b-8526-82902a9c30ad,1,2017-04-27 13:57:05+02:00
continuously forecast outcome values from live production data streams in real time.,cc85673f-2a1b-4b36-a727-10c4c1f6364d,1,2021-10-13 19:38:37.278000+02:00
continuously recommend optimal decisions for each incoming data instance in the production environment.,cc85673f-2a1b-4b36-a727-10c4c1f6364d,1,2021-10-13 19:38:37.278000+02:00
continuously track and display current values of sensory-analysis key performance indicators,84bfc7cb-a8ea-460a-b50b-676f3a12d384,1,2025-05-16 09:52:25.338000+02:00
continuously update and publish core aviation statistics datasets for industry stakeholders.,c1897ce0-af70-4802-a60d-ef94ccb60adc,1,2022-02-24 06:54:49.995000+01:00
"convert raw, large-scale distributed datasets into cleaned, structured feature tables using big-data frameworks.",825250ee-2514-4bf7-8c1c-9dcf6cd1ac9a,1,2022-08-11 13:11:05.675000+02:00
"create detailed user and customer journey maps that visualize touchpoints, emotions, and time-based interactions from mixed quantitative and qualitative data.",b14c1459-5699-4dd2-9bfb-6fe1cb06e5a3,1,2020-06-02 19:09:59.712000+02:00
"deliver cleansed, consolidated datasets to downstream consumers.",41c157a1-e5ee-401f-bd31-e0c6f5a42f2e,1,2019-06-27 21:42:07.276000+02:00
deliver prepared datasets to downstream analytics systems on demand.,ed8afde5-3530-4856-a937-25808f6ab09b,1,2021-10-13 19:38:34.666000+02:00
deliver real-time predictions or classifications for incoming production data through deployed machine-learning models.,f9ede764-ab55-4e43-ad92-195caddf272e,1,2019-06-27 21:42:08.426000+02:00
"deploy trained machine-learning models as versioned, auto-scaling api endpoints on managed cloud platforms.",825250ee-2514-4bf7-8c1c-9dcf6cd1ac9a,1,2022-08-11 13:11:05.675000+02:00
deploy trained machine-learning models into production environments to provide predictive or descriptive analytics capabilities.,21101116-154f-48c4-8546-95616c66f2fc,1,2019-11-28 16:49:35.063000+01:00
"detect and block security policy violations across all data, training, and deployment pipeline stages in real time.",50232a33-3041-4c71-a1ab-b2ef294fe7ec,1,2025-04-15 11:20:16.969000+02:00
detect and block unauthorized access requests across the data lake,8ecadb6f-b6b9-4e7a-86be-6898501fce45,1,2025-04-14 21:01:50.632000+02:00
detect and classify dental pathologies from live or captured intra-oral images within the mobile application.,908fc3d2-0878-4854-bd5a-10a24a08648e,1,2022-05-11 13:55:49.372000+02:00
detect and classify dental pathologies in intraoral and panoramic images for automated diagnostic reporting.,55f4a582-0781-4736-bb56-1a70112e2e27,1,2023-06-21 11:01:22.057000+02:00
"detect and classify on-pitch actions, player movements, and team behaviors from football-match event data.",54327b2b-4803-4d46-9269-2a35b5fc3d71,1,2025-02-17 18:14:52.068000+01:00
detect and classify surface defects on watch components from high-resolution production images for real-time quality control.,248b67b7-51fe-46d0-91cc-23767aa000d4,1,2021-05-10 19:58:49.488000+02:00
"detect and correct anomalies, fill missing values, and standardize formats in incoming energy datasets to output a validated, production-ready dataset.",8ebecf5e-9efe-48f5-a650-c9a553b714b6,1,2024-06-26 21:44:24.401000+02:00
"detect and correct corrupted records to output a clean, validated dataset.",fe2ec994-3665-44dd-a540-6c1ba96c29eb,1,2024-09-13 12:46:32.673000+02:00
detect and flag an event whenever the entire soccer ball has fully crossed the goal-line.,b9d1f851-a559-431e-bced-2e7f0da83287,1,2023-02-03 16:17:06.833000+01:00
detect and flag anomalies in data-quality metrics in real time.,753c35b5-1e4c-4439-b8fc-10ca2b5baa51,1,2022-05-31 10:02:38.718000+02:00
detect and flag anomalous or erroneous records in energy consumption and production datasets for quality assurance.,6d6828e8-4917-4e4d-8125-71a78ef9c7ec,1,2025-01-08 18:40:41.891000+01:00
detect and flag data records that violate predefined quality rules in real time,c9ac2369-88c6-42a7-8f28-af45cd68e356,1,2023-11-22 19:16:21.510000+01:00
detect and flag data-quality anomalies across the data lake.,8ecadb6f-b6b9-4e7a-86be-6898501fce45,1,2025-04-14 21:01:50.632000+02:00
detect and flag data-quality issues in integrated data streams.,a96d5a62-983e-4238-9a23-a1cfa94a8ac6,1,2024-01-10 15:38:20.105000+01:00
detect and flag deviations from expected operational parameters in real time.,84bfc7cb-a8ea-460a-b50b-676f3a12d384,1,2025-05-16 09:52:25.338000+02:00
detect and flag instances when the soccer ball has completely crossed the goal line in real-time match footage.,f37220a2-376d-4d5c-9791-209d92aa8f75,1,2023-12-21 14:19:45.929000+01:00
detect and flag postal and telecommunication messages that match predefined risk patterns for security review.,7c9cfe87-4196-44e7-bdc4-4f03c87dc0db,1,2025-05-29 05:09:44.231000+02:00
detect and forecast competition-development patterns from historical competition structure data.,54327b2b-4803-4d46-9269-2a35b5fc3d71,1,2025-02-17 18:14:52.068000+01:00
detect and forecast competition-development patterns from historical results data.,54327b2b-4803-4d46-9269-2a35b5fc3d71,1,2025-02-17 18:14:52.068000+01:00
"detect and label caries, fractures, and other dental pathologies on intra-oral and panoramic scans for clinician review.",0cbd7e24-fd57-4557-9c14-c6e511769cc2,1,2024-12-06 17:42:16.657000+01:00
"detect and label on-pitch actions, individual player movements, and collective team behaviours from spatial tracking data of football matches.",54327b2b-4803-4d46-9269-2a35b5fc3d71,1,2025-02-17 18:14:52.068000+01:00
detect and localize human faces within live video streams.,3926f308-27f7-4897-bcd2-a57e78575cb0,1,2021-10-01 11:31:44.596000+02:00
detect and map complex multi-hop relationship patterns across large-scale data graphs.,8d108c53-9348-4cef-9bb6-ccaed7e79abb,1,2018-02-22 14:58:46.658000+01:00
"detect and quantify emerging football trends across commercial, operational, and fan-engagement datasets.",54327b2b-4803-4d46-9269-2a35b5fc3d71,1,2025-02-17 18:14:52.068000+01:00
detect and rank business-relevant patterns in very large datasets for automated decision-support dashboards,375739d6-ba39-4fe9-aca7-27d0573f0f67,1,2025-06-05 08:58:12.793000+02:00
detect and rank statistically significant patterns in enterprise-scale datasets that explain and drive key business performance metrics.,f3efc281-41a4-4d2e-a3d1-2c1fd5d0ea1c,1,2019-11-28 16:49:35.063000+01:00
"detect and segment caries, restorations, and other dental structures in intraoral and radiographic images to support clinical diagnosis.",6a787c58-6206-4e51-9243-5aebd08b8ff3,1,2022-10-06 09:23:53.002000+02:00
detect and track human skeletal keypoints in video frames to output time-stamped 3-d pose data for each person.,3926f308-27f7-4897-bcd2-a57e78575cb0,1,2021-10-01 11:31:44.596000+02:00
detect anomalies in energy consumption time-series data to flag potential equipment failures or inefficiencies.,6d6828e8-4917-4e4d-8125-71a78ef9c7ec,1,2025-01-08 18:40:41.891000+01:00
detect anomalies in real-time energy sensor data streams and flag abnormal readings for operational alerts.,8ebecf5e-9efe-48f5-a650-c9a553b714b6,1,2024-06-26 21:44:24.401000+02:00
"detect anomalies, impute missing readings, and normalize units in raw energy datasets to output a quality-assured, analysis-ready table.",6d6828e8-4917-4e4d-8125-71a78ef9c7ec,1,2025-01-08 18:40:41.891000+01:00
detect anomalous patterns in event and positional data that indicate potential match manipulation.,e5370c08-41c6-4a22-a409-3f00b63f3e75,1,2024-01-10 09:31:18.412000+01:00
detect anomalous patterns in player-performance data that indicate potential match manipulation.,e5370c08-41c6-4a22-a409-3f00b63f3e75,1,2024-01-10 09:31:18.412000+01:00
detect criminal activity patterns in communication data streams for real-time threat identification.,7c9cfe87-4196-44e7-bdc4-4f03c87dc0db,1,2025-05-29 05:09:44.231000+02:00
detect emerging events or trends in continuous data streams in real time.,1e63e2c5-c3d0-4a90-b43a-b0b23e0c66d3,1,2018-04-10 10:31:02+02:00
detect emerging patterns and describe trends in time-series data to highlight significant shifts.,653fa515-c53e-4739-b9cc-6859a171e8b4,1,2019-08-26 04:20:06.910000+02:00
detect emerging trends across petabyte-scale data repositories and output a ranked trend report.,f2d4be67-0a3c-4b08-bf0e-f9c1c292db52,1,2018-02-22 14:50:42+01:00
detect emerging trends within organizational datasets.,a51ca921-26a8-4f6d-91c5-80a3c9a1b461,1,2023-12-14 14:37:34.691000+01:00
detect faces and classify facial attributes from live camera feeds and stored photos within the mobile application.,908fc3d2-0878-4854-bd5a-10a24a08648e,1,2022-05-11 13:55:49.372000+02:00
detect hidden patterns within petabyte-scale data repositories.,f2d4be67-0a3c-4b08-bf0e-f9c1c292db52,1,2018-02-22 14:50:42+01:00
detect human faces within input images.,3926f308-27f7-4897-bcd2-a57e78575cb0,1,2021-10-01 11:31:44.596000+02:00
detect missing fields and coverage gaps across existing datasets,c236c088-36f4-4b66-9871-e1e3bded16da,1,2023-11-10 20:34:52.196000+01:00
detect nuanced patterns in high-dimensional datasets using deep learning models to enable downstream decision systems.,4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
detect operational hazards in u-space drone traffic and dispatch automated risk-mitigation commands to affected drones.,8a32d293-46bb-49bf-a8c3-5409d5a20bc0,1,2019-02-26 06:20:39.873000+01:00
detect patterns and correlations across petabyte-scale data sets to present a ranked list of business-relevant findings.,f2d4be67-0a3c-4b08-bf0e-f9c1c292db52,1,2018-02-22 14:50:42+01:00
detect patterns in brand performance within operational data streams.,b14c1459-5699-4dd2-9bfb-6fe1cb06e5a3,1,2020-06-02 19:09:59.712000+02:00
detect quality gaps by comparing inspection-workshop data with customer-return data.,bd644e4d-bbe5-4608-b123-d42763601e16,1,2023-05-30 15:26:01.789000+02:00
detect real-time anomalies in energy consumption data streams.,fe2ec994-3665-44dd-a540-6c1ba96c29eb,1,2024-09-13 12:46:32.673000+02:00
detect real-time performance drift of deployed machine-learning models on managed cloud platforms and automatically trigger alerts to stakeholders.,825250ee-2514-4bf7-8c1c-9dcf6cd1ac9a,1,2022-08-11 13:11:05.675000+02:00
detect recurrent and anomalous patterns in digital user behavior from operational data streams.,b14c1459-5699-4dd2-9bfb-6fe1cb06e5a3,1,2020-06-02 19:09:59.712000+02:00
detect recurring patterns within contextual data and extract actionable information for decision support.,69eb4346-50d7-4525-afad-496602c3a611,1,2016-10-07 12:07:20+02:00
detect recurring patterns within organizational datasets.,a51ca921-26a8-4f6d-91c5-80a3c9a1b461,1,2023-12-14 14:37:34.691000+01:00
detect recurring scoring and possession patterns within historical uefa match data.,c9ac2369-88c6-42a7-8f28-af45cd68e356,1,2023-11-22 19:16:21.510000+01:00
detect relational patterns across organizational datasets to output a structured relationship map of data entities.,a51ca921-26a8-4f6d-91c5-80a3c9a1b461,1,2023-12-14 14:37:34.691000+01:00
detect statistically significant patterns in quantitative business data to recommend prioritized actions that improve key performance metrics.,00fdc1e5-4c72-47b2-a0eb-b604d030f1cb,1,2019-11-28 16:49:35.061000+01:00
"detect tooth decay, periodontal disease, and other dental anomalies in intra-oral and radiographic images.",0cbd7e24-fd57-4557-9c14-c6e511769cc2,1,2024-12-06 17:42:16.657000+01:00
dispatch real-time charging rate commands that optimize grid load while respecting individual customer preferences,a202eb29-fa42-415e-b22f-9fc7e57dd28b,1,2024-07-17 19:55:37.818000+02:00
dispatch real-time control setpoints for flexible loads that satisfy grid balancing requirements while respecting individual customer preferences.,a202eb29-fa42-415e-b22f-9fc7e57dd28b,1,2024-07-17 19:55:37.818000+02:00
distribute and execute large-scale dataset computations across cluster nodes to achieve high-throughput parallel processing.,23358189-fb91-412f-842c-bef9229956ff,1,2019-06-27 00:35:00.581000+02:00
"distribute enriched, quality-assured datasets to designated storage endpoints through automated data pipelines.",55dc8ec7-d7fc-49c0-9e48-7a17e738c15c,1,2022-12-13 13:08:02.166000+01:00
"draft formatted meeting minutes that capture key discussion points, decisions, and action items.",09fd1fa5-f634-4c39-84aa-2405538b3437,1,2025-01-16 17:21:38.295000+01:00
"draft, refine, and format professional business email messages tailored to specified communication objectives.",09fd1fa5-f634-4c39-84aa-2405538b3437,1,2025-01-16 17:21:38.295000+01:00
enforce policy-compliant access controls on each data asset across all storage platforms.,c4deee69-4625-4993-8135-ee9271f70386,1,2023-09-25 10:53:56.845000+02:00
estimate and fill in missing or anomalous readings with substituted values.,fe2ec994-3665-44dd-a540-6c1ba96c29eb,1,2024-09-13 12:46:32.673000+02:00
"execute predefined workflow actions to complete routine, rule-based business process transactions without human intervention",15903ac0-232e-4338-a4d0-8727772ed13e,1,2024-12-23 00:03:43.969000+01:00
"execute sql-style queries to retrieve, aggregate, and return requested data subsets from distributed petabyte-scale datasets in interactive time.",3532fa40-6d94-48df-9165-b0ff18449441,1,2019-06-27 00:35:00.582000+02:00
